employee_id,first_name,last_name,department,job_title,risk_score,risk_label,top_factor_1,top_factor_2,top_factor_3,age,length_of_hire,salary,model_version
EMP08278,Zachary,Andrews,HR,HR Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,53.8,9.9,66099,XGBoost
EMP08276,Justin,Boyle,Sales,Sales Consultant,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,44.6,2.2,86187,XGBoost
EMP02083,Deborah,Thomas,Marketing,SEO Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,45.0,3.3,85032,XGBoost
EMP02082,Elizabeth,Taylor,Operations,Operations Manager,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,39.0,9.2,111664,XGBoost
EMP06344,Karen,Duncan,Finance,Accountant,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,26.4,5.6,60836,XGBoost
EMP06341,Courtney,Davis,HR,Recruiter,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,35.3,3.3,68962,XGBoost
EMP04669,Christine,Gardner,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,35.9,10.1,53065,XGBoost
EMP04664,Douglas,Johnson,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,51.1,9.4,63299,XGBoost
EMP04687,Lauren,Cox,Customer Service,Help Desk Technician,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,28.5,7.0,75250,XGBoost
EMP02071,Brandi,Carr,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,53.3,7.7,63369,XGBoost
EMP02068,Kevin,Bauer,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,50.6,6.5,86152,XGBoost
EMP08274,Sue,Torres,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,38.8,1.6,67659,XGBoost
EMP08269,Eric,Martinez,Sales,Sales Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,61.3,8.2,82243,XGBoost
EMP08267,Mark,Morrison,Customer Service,Customer Service Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,46.4,5.5,59316,XGBoost
EMP02097,Tonya,Maxwell,Customer Service,Customer Service Manager,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,34.3,3.8,91990,XGBoost
EMP02093,Michael,Good,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,39.4,3.7,65915,XGBoost
EMP02092,Joseph,House,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,45.7,6.6,62996,XGBoost
EMP02090,Roger,Smith,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,55.2,5.7,56652,XGBoost
EMP04635,Natasha,Rodriguez,Customer Service,Help Desk Technician,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,30.7,6.1,56775,XGBoost
EMP06367,Jessica,Myers,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,54.9,9.5,64909,XGBoost
EMP04650,Elizabeth,Davis,Customer Service,Customer Service Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,45.6,3.7,54837,XGBoost
EMP04649,Marcus,Fernandez,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,66.1,3.6,56154,XGBoost
EMP04647,Lisa,Smith,Sales,Sales Consultant,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,45.7,2.8,79196,XGBoost
EMP02087,Cassandra,Simmons,Sales,Sales Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,35.9,2.1,66440,XGBoost
EMP02086,Michelle,English,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,38.4,5.5,56870,XGBoost
EMP02084,Tommy,Kim,Operations,Operations Analyst,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,33.2,4.1,75666,XGBoost
EMP08259,John,Flores,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,59.2,2.7,65329,XGBoost
EMP08258,Carrie,Bean,Operations,Operations Analyst,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,63.5,2.7,88357,XGBoost
EMP08257,Lori,Chapman,Sales,Sales Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,42.0,2.5,76612,XGBoost
EMP08256,Regina,Gould,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,38.5,3.6,109100,XGBoost
EMP08247,Ashley,Washington,Customer Service,Help Desk Technician,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,36.0,8.3,58118,XGBoost
EMP08245,Tara,Russell,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,32.1,7.6,103183,XGBoost
EMP06386,Paul,Moore,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,64.5,8.3,66178,XGBoost
EMP06378,Linda,Santiago,Customer Service,Customer Service Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,47.1,5.8,56690,XGBoost
EMP06372,Daniel,Simmons,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,26.9,8.7,60153,XGBoost
EMP04623,Denise,Perez,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,36.1,2.5,61445,XGBoost
EMP04621,Craig,Ward,Sales,Sales Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,42.4,2.9,63106,XGBoost
EMP02111,Claudia,Mitchell,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,22.0,8.2,57943,XGBoost
EMP02104,Rebecca,Berry,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,41.1,1.9,56124,XGBoost
EMP02103,Kimberly,Harrison,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,42.1,8.7,61621,XGBoost
EMP02102,Chloe,Berger,Sales,Sales Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,30.3,7.7,73362,XGBoost
EMP08242,Edwin,Gonzalez,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,26.3,10.1,61302,XGBoost
EMP08240,Whitney,Wright,Sales,Sales Consultant,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,41.8,5.9,98221,XGBoost
EMP08235,Michael,David,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,43.6,9.5,68782,XGBoost
EMP08232,Michael,Walker,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,43.5,6.4,64139,XGBoost
EMP02130,Monica,Smith,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,45.0,8.3,61803,XGBoost
EMP04606,Samantha,Barton,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,45.4,2.2,64226,XGBoost
EMP04604,Dominique,Harris,Finance,Accounts Payable Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,44.8,4.1,70018,XGBoost
EMP04597,James,Underwood,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,64.8,8.3,68393,XGBoost
EMP06403,Patricia,Peterson,Marketing,SEO Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,24.3,3.0,83959,XGBoost
EMP06396,Andrew,Whitaker,Sales,Sales Consultant,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,39.6,2.2,70832,XGBoost
EMP06394,Edward,Archer,Customer Service,Help Desk Technician,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,34.9,4.7,66703,XGBoost
EMP06393,Derrick,Green,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,26.0,8.7,60075,XGBoost
EMP08220,Julie,Cochran,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,39.7,3.3,68292,XGBoost
EMP08219,Adam,White,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,55.0,5.5,63062,XGBoost
EMP02145,Christine,Brown,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,22.2,1.6,53505,XGBoost
EMP02137,Breanna,Murray,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,49.5,4.5,60928,XGBoost
EMP02136,Joseph,Garcia,Sales,Sales Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,43.5,6.6,57226,XGBoost
EMP02135,Denise,Nelson,Sales,Sales Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,49.7,9.0,89779,XGBoost
EMP02134,Stephanie,Reynolds,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,48.7,8.3,84421,XGBoost
EMP02163,Jonathon,Johnson,Marketing,Marketing Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,60.8,10.2,71630,XGBoost
EMP04572,Jeremy,Cox,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,51.6,3.0,98733,XGBoost
EMP04569,Jennifer,Edwards,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,37.1,8.3,55611,XGBoost
EMP04568,Kayla,Harrell,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,46.7,8.5,64968,XGBoost
EMP06408,Kevin,Thomas,Sales,Sales Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,63.0,9.1,77688,XGBoost
EMP06407,Michael,Blanchard,IT,IT Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,56.1,1.5,60448,XGBoost
EMP04592,Andrew,Andrews,Sales,Sales Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,59.3,6.3,78963,XGBoost
EMP04585,Taylor,Santos,Operations,Operations Analyst,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,64.5,9.1,63606,XGBoost
EMP04582,Annette,Mccann,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,22.6,9.4,69544,XGBoost
EMP04581,Matthew,Jones,Sales,Sales Consultant,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,48.9,2.2,86158,XGBoost
EMP02156,Joshua,Brown,Customer Service,Customer Service Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,22.5,3.8,53313,XGBoost
EMP02154,Heather,Contreras,Customer Service,Help Desk Technician,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,44.9,5.4,65143,XGBoost
EMP02151,Heather,King,IT,System Administrator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,45.3,8.8,91377,XGBoost
EMP02150,Linda,Lopez,Sales,Sales Consultant,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,33.8,2.1,65156,XGBoost
EMP02148,Christopher,Jacobs,Finance,Accountant,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,50.5,2.9,80728,XGBoost
EMP08209,George,Kennedy,Sales,Sales Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,33.9,3.8,59573,XGBoost
EMP08208,Nicole,Cruz,Finance,Accounts Payable Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,61.7,3.1,70294,XGBoost
EMP08207,Brittany,Rodriguez,Customer Service,Help Desk Technician,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,42.9,3.6,56851,XGBoost
EMP08203,William,Riley,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,30.6,7.9,58908,XGBoost
EMP04559,Danielle,Hill,Operations,Operations Analyst,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,62.2,6.9,58867,XGBoost
EMP04554,Timothy,Griffith,Customer Service,Help Desk Technician,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,22.7,9.8,82569,XGBoost
EMP04553,Charles,Martin,Finance,Financial Analyst,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,40.1,8.5,86780,XGBoost
EMP06432,Henry,Kirk,Operations,Operations Analyst,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,66.1,8.4,72706,XGBoost
EMP06431,Christina,Bowen,IT,IT Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,26.1,8.5,56656,XGBoost
EMP06427,Sarah,James,Sales,Sales Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,49.5,8.9,62531,XGBoost
EMP06426,Heather,Dunn,IT,System Administrator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,32.6,5.9,89804,XGBoost
EMP06420,Joseph,Black,IT,IT Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,54.0,3.1,57974,XGBoost
EMP04578,Nathaniel,Knight,Operations,Operations Analyst,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,22.7,8.2,67177,XGBoost
EMP08190,Destiny,Davis,Customer Service,Customer Service Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,55.4,9.3,62829,XGBoost
EMP08184,Joseph,Walker,Sales,Sales Consultant,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,40.3,9.1,65021,XGBoost
EMP08183,Adam,Walters,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,38.1,8.6,65909,XGBoost
EMP02176,Christopher,Nichols,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,53.3,5.9,113825,XGBoost
EMP02172,Aaron,Finley,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,45.9,3.4,72339,XGBoost
EMP02169,Jasmine,Wise,Finance,Financial Analyst,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,41.0,3.7,103770,XGBoost
EMP02168,Rebecca,Andrews,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,40.7,3.7,88873,XGBoost
EMP04518,Cynthia,Campos,Marketing,SEO Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,54.4,10.3,79423,XGBoost
EMP06444,Lindsay,Evans,Finance,Accountant,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,41.0,8.6,58547,XGBoost
EMP04544,Robert,Gill,Marketing,Marketing Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,30.5,8.8,59543,XGBoost
EMP04541,Nathan,Torres,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,35.9,5.5,102013,XGBoost
EMP04539,Jessica,Perez,Sales,Sales Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,37.1,6.0,78221,XGBoost
EMP04534,Jason,Powers,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,44.4,8.9,69794,XGBoost
EMP04563,Edward,Hernandez,Finance,Accounts Payable Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,24.2,3.9,55311,XGBoost
EMP04562,Tiffany,Oconnor,IT,IT Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,39.3,3.4,66593,XGBoost
EMP02187,Shannon,Forbes,Marketing,SEO Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,55.9,2.2,82118,XGBoost
EMP02184,Wendy,Allen,Sales,Sales Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,47.2,8.8,63332,XGBoost
EMP02183,Donald,Lee,Customer Service,Help Desk Technician,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,36.7,4.5,70332,XGBoost
EMP08178,Kimberly,Hopkins,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,37.8,8.0,85005,XGBoost
EMP08175,Scott,Smith,Operations,Operations Analyst,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,42.5,4.0,64539,XGBoost
EMP08169,Kellie,Rosario,Sales,Sales Consultant,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,44.3,2.9,70095,XGBoost
EMP08166,Eric,Clark,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,39.2,4.5,66592,XGBoost
EMP08164,Rodney,Rivas,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,65.4,3.6,68690,XGBoost
EMP02210,Melanie,Salazar,Sales,Sales Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,41.1,3.4,73046,XGBoost
EMP02206,Matthew,Martinez,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,30.5,6.1,52611,XGBoost
EMP04502,John,Robles,Sales,Sales Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,65.1,7.1,78334,XGBoost
EMP06467,Timothy,Douglas,IT,IT Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,53.1,9.9,67170,XGBoost
EMP06459,David,Schultz,HR,Recruiter,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,49.3,6.4,76542,XGBoost
EMP06457,John,Casey,Marketing,Content Creator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,44.2,3.0,58364,XGBoost
EMP06456,Linda,Johnson,Customer Service,Help Desk Technician,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,31.2,8.1,56144,XGBoost
EMP06453,Amanda,Johnson,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,51.5,3.8,53658,XGBoost
EMP04525,Sonya,Freeman,Sales,Sales Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,45.0,5.9,65017,XGBoost
EMP04523,Matthew,Byrd,Customer Service,Help Desk Technician,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,43.3,1.7,74837,XGBoost
EMP02199,Lisa,Wilson,Customer Service,Customer Service Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,45.5,3.6,56838,XGBoost
EMP02198,George,Garza,Sales,Sales Consultant,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,38.0,3.4,80980,XGBoost
EMP08160,Anna,Barnes,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,64.4,9.9,69704,XGBoost
EMP08159,Amanda,Moore,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,40.7,3.1,97640,XGBoost
EMP02219,Cheryl,Miller,Marketing,Content Creator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,47.3,6.4,68358,XGBoost
EMP06475,Alexis,Wells,Customer Service,Help Desk Technician,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,51.8,3.7,58595,XGBoost
EMP06472,Wesley,Frye,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,38.3,3.7,62782,XGBoost
EMP04497,Michael,Johnson,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,55.5,2.6,104850,XGBoost
EMP04495,Julie,Fuentes,Customer Service,Customer Service Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,49.4,6.4,64384,XGBoost
EMP04491,Jamie,Hernandez,Operations,Operations Analyst,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,42.3,9.6,70204,XGBoost
EMP04487,Nicholas,Howe,Operations,Operations Analyst,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,36.2,8.6,54973,XGBoost
EMP04486,Melissa,Edwards,IT,System Administrator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,64.8,5.9,82821,XGBoost
EMP04514,Bridget,George,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,25.8,1.9,52293,XGBoost
EMP02240,Brian,Graham,Sales,Sales Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,42.1,9.0,76060,XGBoost
EMP02234,Joe,Wallace,Finance,Accountant,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,55.7,5.6,70781,XGBoost
EMP02233,Todd,Wilson,IT,IT Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,49.0,8.3,63697,XGBoost
EMP02229,Justin,Hamilton,IT,System Administrator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,36.2,6.9,88767,XGBoost
EMP08141,Jamie,Perry,Finance,Financial Analyst,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,37.7,8.9,75133,XGBoost
EMP08138,William,Murphy,Marketing,Marketing Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,61.0,9.7,60967,XGBoost
EMP02257,Tina,Williams,IT,IT Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,32.1,8.8,57332,XGBoost
EMP02251,Aimee,Atkins,IT,IT Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,44.2,6.0,60621,XGBoost
EMP02248,Eric,Norton,Marketing,Marketing Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,51.3,5.6,78492,XGBoost
EMP04459,Timothy,Barber,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,38.9,8.9,91126,XGBoost
EMP04458,Veronica,Espinoza,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,59.1,1.8,94972,XGBoost
EMP04456,Susan,Ware,Customer Service,Help Desk Technician,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,27.8,3.7,57094,XGBoost
EMP06493,Mark,King,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,34.6,3.4,61241,XGBoost
EMP06489,Angela,Beltran,Customer Service,Customer Service Manager,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,34.3,8.6,84088,XGBoost
EMP06485,Allison,Perez,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,46.4,5.4,53887,XGBoost
EMP04483,Jennifer,Mcgee,Operations,Operations Analyst,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,36.0,2.7,63570,XGBoost
EMP04482,Eddie,Smith,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,26.5,7.9,78210,XGBoost
EMP04476,Kristopher,Baldwin,HR,HR Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,38.6,8.7,67428,XGBoost
EMP02268,Richard,Clarke,IT,IT Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,42.0,2.9,57460,XGBoost
EMP02260,Heather,Garcia,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,46.2,6.7,64145,XGBoost
EMP08127,Arthur,Lam,Customer Service,Customer Service Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,52.9,6.0,71212,XGBoost
EMP08125,Anna,Smith,Sales,Sales Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,53.9,10.0,80774,XGBoost
EMP08122,Gary,Cameron,Customer Service,Customer Service Manager,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,30.2,7.2,73380,XGBoost
EMP08119,April,Velasquez,Customer Service,Customer Service Manager,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,34.9,4.5,78331,XGBoost
EMP08118,Donna,Khan,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,60.8,3.2,60087,XGBoost
EMP08117,Rachel,Casey,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,31.6,3.9,59474,XGBoost
EMP02285,Erin,Ramirez,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,53.2,7.2,65328,XGBoost
EMP02280,Jamie,Zavala,Customer Service,Help Desk Technician,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,41.9,2.0,74268,XGBoost
EMP04448,Gabriela,Wallace,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,59.9,8.0,63891,XGBoost
EMP04439,John,Hudson,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,35.0,2.8,58475,XGBoost
EMP06509,Lori,Hurst,Customer Service,Customer Service Manager,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,43.3,3.9,92927,XGBoost
EMP06505,Jamie,Beck,Sales,Sales Consultant,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,32.6,3.6,80810,XGBoost
EMP06500,Jennifer,West,IT,System Administrator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,48.8,6.4,66565,XGBoost
EMP04464,Melanie,Chang,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,39.9,8.6,60650,XGBoost
EMP08114,Jonathan,Gutierrez,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,44.1,3.8,73569,XGBoost
EMP08112,Amy,Hayes,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,41.3,8.6,62339,XGBoost
EMP08109,Kelly,Bryant,Sales,Sales Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,55.8,3.3,79473,XGBoost
EMP08105,Lauren,Perkins,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,66.0,2.0,57338,XGBoost
EMP08103,Peter,Ramirez,IT,IT Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,22.4,1.9,56265,XGBoost
EMP08101,Matthew,Blackwell,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,60.1,7.7,67972,XGBoost
EMP02303,Mark,Watkins,Sales,Sales Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,34.3,9.5,72169,XGBoost
EMP02301,Stacey,Newman,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,50.1,8.8,57356,XGBoost
EMP02299,Deanna,Carter,IT,IT Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,44.7,9.2,63270,XGBoost
EMP02294,Fred,Rodriguez,Customer Service,Customer Service Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,49.9,3.1,54351,XGBoost
EMP04434,Betty,Barnes,Operations,Operations Analyst,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,50.1,3.8,86882,XGBoost
EMP04433,Gerald,Solomon,Operations,Logistics Coordinator,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,37.6,1.9,58129,XGBoost
EMP04431,Gregory,Roberts,HR,Recruiter,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,36.6,2.7,68824,XGBoost
EMP04422,Michelle,Wang,Operations,Inventory Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,35.8,8.5,54391,XGBoost
EMP04420,David,Foster,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,49.6,8.0,84290,XGBoost
EMP06531,Elizabeth,Allen,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,41.8,8.6,80622,XGBoost
EMP06519,Samantha,Graves,IT,IT Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,38.1,7.6,67828,XGBoost
EMP06517,Patricia,Rivera,IT,Software Developer,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,43.6,3.0,108879,XGBoost
EMP02293,Keith,Frye,Customer Service,Support Specialist,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,54.7,2.1,68672,XGBoost
EMP08099,Joseph,Delgado,Customer Service,Customer Service Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,59.5,2.3,73719,XGBoost
EMP08093,Ashley,Bright,Sales,Sales Representative,0.0002,Low,Short Tenure,Length Of Hire,Year Hired,39.8,9.1,64195,XGBoost
